Дата,Максимальная температура,Минимальная температура,Средняя температура,Атмосферное давление,Скорость ветра,Осадки,Эффективная температура
2013-12-28,1.0,-2.0,-0.1,1003.4,5.0,0.0,-4.9
2013-12-29,3.0,0.0,1.7,1000.9,5.0,0.0,-3.0
2013-12-30,2.0,0.0,1.6,1000.5,5.0,0.0,-3.1
2013-12-31,2.0,1.0,1.4,1006.0,5.0,0.0,-3.4
2014-01-01,1.0,-4.0,-0.6,1008.8,4.0,0.0,-5.0
2014-01-02,-2.0,-5.0,-3.4,1007.9,3.0,0.0,-7.4
2014-01-03,-1.0,-3.0,-2.2,1007.2,3.0,0.0,-6.0
2014-01-04,-1.0,-2.0,-1.8,1004.7,4.0,1.0,-6.2
2014-01-05,1.0,-1.0,0.2,1000.0,5.0,5.0,-4.6
2014-01-06,1.0,0.0,0.6,996.9,3.0,2.0,-2.8
2014-01-07,2.0,0.0,0.7,999.0,3.0,0.0,-2.6
2014-01-08,3.0,1.0,2.1,993.0,6.0,1.0,-3.0
2014-01-09,3.0,2.0,2.3,986.3,4.0,0.0,-1.5
2014-01-10,4.0,2.0,2.8,978.2,5.0,7.0,-1.6
2014-01-11,3.0,-3.0,0.4,971.0,6.0,4.0,-5.0
2014-01-12,1.0,-2.0,-0.3,977.8,4.0,5.0,-4.5
2014-01-13,-1.0,-9.0,-5.4,978.6,5.0,6.0,-10.8
2014-01-14,-8.0,-12.0,-10.1,993.5,5.0,1.0,-16.0
2014-01-15,-10.0,-15.0,-12.2,999.6,3.0,0.0,-16.9
2014-01-16,-9.0,-12.0,-10.1,990.6,6.0,6.0,-16.6
2014-01-17,-12.0,-16.0,-13.8,994.9,4.0,2.0,-19.3
2014-01-18,-15.0,-20.0,-16.9,1000.2,2.0,0.0,-21.3
2014-01-19,-16.0,-22.0,-19.3,1007.9,3.0,0.0,-24.5
2014-01-20,-11.0,-21.0,-15.1,1013.7,2.0,0.0,-19.4
2014-01-21,-13.0,-22.0,-17.7,1012.1,2.0,0.0,-22.1
2014-01-22,-16.0,-22.0,-20.1,1007.1,2.0,0.0,-24.7
2014-01-23,-14.0,-22.0,-17.5,1005.1,4.0,0.0,-23.2
2014-01-24,-13.0,-20.0,-16.9,1008.3,4.0,0.0,-22.6
2014-01-25,-12.0,-22.0,-16.6,1010.3,3.0,0.0,-21.6
2014-01-26,-10.0,-18.0,-14.2,1009.5,2.0,0.0,-18.4
2014-01-27,-11.0,-16.0,-12.6,1010.0,3.0,0.0,-17.4
2014-01-28,-14.0,-21.0,-17.3,1018.0,4.0,0.0,-23.0
2014-01-29,-19.0,-25.0,-21.4,1027.3,5.0,0.0,-28.0
2014-01-30,-17.0,-26.0,-21.9,1032.9,2.0,0.0,-26.6
2014-01-31,-13.0,-25.0,-18.4,1034.6,2.0,0.0,-23.0
2014-02-01,-10.0,-17.0,-13.3,1029.7,4.0,0.0,-18.9
2014-02-02,-7.0,-11.0,-9.2,1020.4,5.0,0.0,-15.2
2014-02-03,-7.0,-11.0,-8.4,1009.5,6.0,0.0,-14.9
2014-02-04,-3.0,-7.0,-4.3,1005.1,5.0,0.0,-9.6
2014-02-05,-3.0,-6.0,-4.6,1003.6,3.0,0.0,-8.6
2014-02-06,-4.0,-11.0,-6.5,998.3,3.0,0.0,-10.8
2014-02-07,-3.0,-12.0,-6.0,994.4,3.0,2.0,-10.2
2014-02-08,0.0,-3.0,-1.4,994.7,3.0,1.0,-5.1
2014-02-09,1.0,-3.0,-0.1,994.9,4.0,1.0,-4.3
2014-02-10,-2.0,-5.0,-3.4,997.2,4.0,1.0,-8.0
2014-02-11,-4.0,-5.0,-4.5,996.3,4.0,5.0,-9.2
2014-02-12,2.0,-4.0,-0.2,994.7,4.0,1.0,-4.4
2014-02-13,2.0,1.0,1.4,993.0,3.0,0.0,-1.9
2014-02-14,4.0,1.0,2.4,991.0,2.0,1.0,-0.1
2014-02-15,2.0,1.0,1.4,994.7,3.0,0.0,-1.9
2014-02-16,2.0,1.0,1.1,995.6,3.0,0.0,-2.3
2014-02-17,1.0,0.0,0.8,987.6,4.0,3.0,-3.2
2014-02-18,2.0,0.0,1.2,985.1,6.0,1.0,-4.1
2014-02-19,1.0,-3.0,-0.2,988.6,5.0,3.0,-5.1
2014-02-20,1.0,-4.0,-1.4,987.5,3.0,0.0,-5.2
2014-02-21,-1.0,-7.0,-4.3,997.9,3.0,0.0,-8.4
2014-02-22,0.0,-6.0,-2.2,1005.0,4.0,0.0,-6.7
2014-02-23,2.0,1.0,1.6,1006.0,5.0,4.0,-3.0
2014-02-24,2.0,1.0,1.6,1014.8,4.0,0.0,-2.4
2014-02-25,3.0,-3.0,0.7,1018.2,3.0,0.0,-3.1
2014-02-26,3.0,-6.0,-1.5,1016.1,3.0,0.0,-5.7
2014-02-27,4.0,-6.0,-1.2,1010.8,3.0,0.0,-5.4
2014-02-28,4.0,-8.0,-1.9,1005.8,3.0,0.0,-6.2
2014-03-01,2.0,-8.0,-2.2,1003.5,3.0,0.0,-6.3
2014-03-02,-2.0,-3.0,-2.1,1001.5,3.0,1.0,-6.0
2014-03-03,3.0,-2.0,0.2,1000.6,3.0,0.0,-3.4
2014-03-04,2.0,-2.0,-0.4,999.5,4.0,1.0,-4.7
2014-03-05,4.0,-1.0,1.2,1005.3,2.0,0.0,-1.6
2014-03-06,2.0,-1.0,0.6,1012.2,2.0,0.0,-2.3
2014-03-07,5.0,-1.0,2.2,1015.4,3.0,0.0,-1.4
2014-03-08,7.0,1.0,4.1,1010.1,5.0,0.0,-0.5
2014-03-09,8.0,-1.0,3.8,1010.6,5.0,1.0,-1.0
2014-03-10,13.0,1.0,6.3,1005.1,6.0,0.0,1.0
2014-03-11,9.0,1.0,4.9,997.4,5.0,0.0,0.2
2014-03-12,7.0,1.0,3.7,999.1,5.0,0.0,-1.1
2014-03-13,9.0,1.0,4.5,991.8,5.0,0.0,-0.1
2014-03-14,10.0,1.0,4.2,983.9,7.0,0.0,-1.7
2014-03-15,8.0,0.0,4.2,971.0,7.0,0.0,-1.9
2014-03-16,3.0,-4.0,0.8,958.6,7.0,7.0,-5.4
2014-03-17,0.0,-5.0,-2.0,970.0,4.0,1.0,-6.6
2014-03-18,-2.0,-8.0,-3.7,979.8,6.0,0.0,-9.9
2014-03-19,-2.0,-9.0,-4.9,981.8,4.0,5.0,-9.7
2014-03-20,-4.0,-13.0,-6.6,989.1,3.0,1.0,-10.9
2014-03-21,5.0,-12.0,-0.3,995.5,6.0,0.0,-6.0
2014-03-22,14.0,1.0,8.2,988.5,5.0,0.0,4.2
2014-03-23,14.0,-1.0,8.6,992.2,3.0,0.0,5.9
2014-03-24,18.0,7.0,12.2,991.8,4.0,0.0,8.9
2014-03-25,19.0,4.0,11.1,993.8,2.0,0.0,9.0
2014-03-26,9.0,-3.0,4.5,1006.8,6.0,0.0,-0.9
2014-03-27,10.0,-4.0,3.0,1007.3,3.0,0.0,-0.9
2014-03-28,3.0,-6.0,0.1,998.5,8.0,0.0,-7.2
2014-03-29,2.0,-7.0,-2.4,1002.4,6.0,0.0,-8.7
2014-03-30,8.0,-4.0,3.0,991.7,4.0,0.0,-1.5
2014-03-31,3.0,-4.0,-0.4,983.0,4.0,3.0,-4.7
2014-04-01,0.0,-7.0,-3.1,987.1,6.0,6.0,-9.1
2014-04-02,1.0,-10.0,-3.5,993.3,4.0,1.0,-8.3
2014-04-03,2.0,-6.0,-1.0,990.1,4.0,0.0,-5.6
2014-04-04,4.0,-4.0,-0.3,986.1,4.0,2.0,-4.7
2014-04-05,3.0,-5.0,-0.7,998.5,5.0,0.0,-6.1
2014-04-06,8.0,-1.0,4.6,995.0,8.0,0.0,-2.4
2014-04-07,5.0,-1.0,3.2,990.4,3.0,0.0,-0.2
2014-04-08,7.0,-3.0,2.0,990.6,3.0,0.0,-1.8
2014-04-09,5.0,-4.0,0.9,994.5,4.0,0.0,-3.8
2014-04-10,4.0,-5.0,-0.3,1006.8,4.0,0.0,-5.1
2014-04-11,7.0,-6.0,2.6,1012.5,3.0,0.0,-1.4
2014-04-12,9.0,0.0,5.4,1006.9,5.0,0.0,0.4
2014-04-13,13.0,3.0,8.0,999.0,5.0,0.0,3.5
2014-04-14,6.0,2.0,4.4,989.3,5.0,4.0,0.1
2014-04-15,12.0,5.0,8.7,992.7,4.0,2.0,5.5
2014-04-16,8.0,4.0,7.3,998.3,4.0,4.0,4.0
2014-04-17,12.0,0.0,6.4,1004.5,3.0,0.0,3.1
2014-04-18,14.0,-1.0,7.8,1004.3,2.0,0.0,5.2
2014-04-19,19.0,1.0,10.7,1007.4,1.0,0.0,9.0
2014-04-20,20.0,2.0,12.6,1004.7,2.0,0.0,10.4
2014-04-21,22.0,4.0,15.1,1003.5,4.0,0.0,11.7
2014-04-22,21.0,10.0,15.4,999.8,4.0,0.0,12.7
2014-04-23,16.0,2.0,11.3,996.9,5.0,4.0,7.3
2014-04-24,8.0,-3.0,3.4,1007.4,5.0,0.0,-1.7
2014-04-25,15.0,-3.0,8.4,999.5,6.0,0.0,2.9
2014-04-26,10.0,0.0,5.8,1001.3,3.0,0.0,2.2
2014-04-27,18.0,-1.0,11.6,998.1,3.0,0.0,8.5
2014-04-28,18.0,6.0,12.9,994.1,4.0,0.0,9.6
2014-04-29,21.0,5.0,13.7,990.7,2.0,0.0,11.7
2014-04-30,22.0,6.0,15.3,984.8,3.0,0.0,12.7
2014-05-01,21.0,7.0,15.1,985.2,3.0,0.0,12.6
2014-05-02,15.0,1.0,10.6,988.4,5.0,0.0,6.4
2014-05-03,10.0,-1.0,4.7,998.1,3.0,0.0,1.1
2014-05-04,10.0,1.0,6.5,998.3,4.0,0.0,2.5
2014-05-05,6.0,4.0,4.7,984.7,4.0,17.0,1.2
2014-05-06,7.0,0.0,4.0,988.9,6.0,0.0,-1.0
2014-05-07,11.0,0.0,6.3,1001.5,4.0,0.0,2.3
2014-05-08,20.0,8.0,15.4,1002.7,6.0,0.0,10.9
2014-05-09,21.0,9.0,16.3,1002.4,5.0,0.0,12.6
2014-05-10,19.0,7.0,13.1,996.5,4.0,0.0,10.2
2014-05-11,17.0,8.0,12.7,989.9,5.0,0.0,9.3
2014-05-12,22.0,8.0,16.9,995.3,4.0,0.0,14.3
2014-05-13,22.0,9.0,15.7,990.0,5.0,8.0,12.9
2014-05-14,20.0,8.0,14.4,998.9,4.0,0.0,11.5
2014-05-15,21.0,9.0,15.4,1005.9,3.0,0.0,13.2
2014-05-16,19.0,10.0,14.2,1008.2,5.0,0.0,10.4
2014-05-17,18.0,10.0,13.9,1004.9,4.0,0.0,11.4
2014-05-18,26.0,10.0,18.8,1004.7,5.0,0.0,16.6
2014-05-19,29.0,14.0,22.1,1006.6,4.0,0.0,20.9
2014-05-20,29.0,14.0,22.6,1006.6,3.0,0.0,21.6
2014-05-21,29.0,12.0,22.6,1005.5,3.0,0.0,21.0
2014-05-22,27.0,14.0,21.3,1004.3,3.0,0.0,20.3
2014-05-23,26.0,14.0,20.7,1005.1,2.0,0.0,20.1
2014-05-24,28.0,13.0,22.4,1004.5,1.0,0.0,22.8
2014-05-25,28.0,16.0,22.8,1000.8,3.0,0.0,22.0
2014-05-26,29.0,14.0,22.4,996.2,3.0,0.0,21.6
2014-05-27,27.0,14.0,19.8,991.9,4.0,21.0,18.5
2014-05-28,17.0,14.0,15.7,993.3,5.0,0.0,13.2
2014-05-29,15.0,10.0,12.8,993.6,6.0,22.0,9.1
2014-05-30,21.0,13.0,17.5,996.4,4.0,1.0,15.9
2014-05-31,25.0,12.0,20.4,998.7,5.0,0.0,17.4
2014-06-01,26.0,10.0,20.2,998.2,5.0,0.0,16.8
2014-06-02,27.0,13.0,21.4,1001.1,5.0,0.0,18.5
2014-06-03,29.0,12.0,22.3,1005.1,3.0,0.0,20.5
2014-06-04,29.0,11.0,22.0,1005.7,4.0,0.0,19.7
2014-06-05,31.0,14.0,23.7,1003.2,3.0,0.0,22.2
2014-06-06,31.0,14.0,23.8,1001.9,2.0,6.0,23.1
2014-06-07,30.0,14.0,20.7,1000.6,2.0,2.0,20.6
2014-06-08,27.0,15.0,21.2,997.5,3.0,0.0,20.4
2014-06-09,21.0,12.0,16.2,992.6,4.0,1.0,14.4
2014-06-10,16.0,11.0,14.1,987.5,5.0,6.0,11.6
2014-06-11,19.0,11.0,16.1,991.2,6.0,5.0,12.5
2014-06-12,21.0,10.0,14.8,991.6,4.0,3.0,12.3
2014-06-13,17.0,8.0,14.2,984.8,3.0,0.0,12.4
2014-06-14,21.0,10.0,13.5,982.4,2.0,1.0,12.5
2014-06-15,17.0,7.0,11.8,986.7,4.0,10.0,9.4
2014-06-16,15.0,8.0,11.3,992.4,3.0,0.0,8.9
2014-06-17,17.0,7.0,11.8,989.4,5.0,2.0,8.2
2014-06-18,12.0,6.0,9.3,988.4,6.0,1.0,4.5
2014-06-19,17.0,8.0,12.4,987.3,5.0,1.0,8.9
2014-06-20,22.0,11.0,16.6,987.5,5.0,0.0,13.7
2014-06-21,21.0,12.0,15.5,986.0,3.0,14.0,14.4
2014-06-22,18.0,8.0,13.2,988.4,4.0,5.0,10.4
2014-06-23,15.0,7.0,12.0,989.9,4.0,14.0,9.6
2014-06-24,16.0,6.0,11.6,990.4,3.0,1.0,9.5
2014-06-25,18.0,8.0,12.6,987.7,4.0,1.0,10.0
2014-06-26,15.0,8.0,12.1,994.0,3.0,0.0,9.9
2014-06-27,15.0,8.0,11.6,994.6,4.0,0.0,8.7
2014-06-28,10.0,6.0,9.0,994.8,6.0,7.0,4.5
2014-06-29,20.0,5.0,13.9,1000.1,4.0,0.0,10.9
2014-06-30,25.0,13.0,20.3,998.5,5.0,0.0,17.7
2014-07-01,28.0,17.0,23.4,997.3,5.0,0.0,21.3
2014-07-02,29.0,11.0,20.7,994.3,4.0,3.0,19.2
2014-07-03,22.0,11.0,16.9,999.4,4.0,0.0,14.8
2014-07-04,22.0,9.0,17.4,999.1,2.0,0.0,16.5
2014-07-05,24.0,13.0,18.6,998.7,3.0,0.0,17.4
2014-07-06,25.0,12.0,19.3,1003.0,2.0,0.0,19.0
2014-07-07,25.0,14.0,20.3,1003.0,3.0,0.0,19.3
2014-07-08,25.0,14.0,19.6,1000.6,3.0,1.0,18.8
2014-07-09,25.0,13.0,19.9,996.4,2.0,0.0,19.4
2014-07-10,17.0,11.0,14.1,995.2,6.0,0.0,10.7
2014-07-11,16.0,10.0,12.6,1004.0,5.0,0.0,9.6
2014-07-12,24.0,12.0,17.7,1004.0,5.0,0.0,14.8
2014-07-13,24.0,12.0,18.4,999.9,5.0,0.0,15.8
2014-07-14,30.0,13.0,23.1,999.9,3.0,0.0,21.9
2014-07-15,30.0,14.0,23.4,999.9,2.0,0.0,23.0
2014-07-16,31.0,16.0,23.8,999.9,2.0,0.0,23.7
2014-07-17,27.0,15.0,21.4,999.9,3.0,0.0,21.3
2014-07-18,24.0,13.0,18.8,999.9,4.0,0.0,17.7
2014-07-19,25.0,13.0,19.5,1000.0,3.0,0.0,18.2
2014-07-20,27.0,13.0,20.8,997.4,3.0,0.0,19.6
2014-07-21,25.0,11.0,19.4,995.7,4.0,0.0,17.2
2014-07-22,24.0,11.0,18.3,999.8,3.0,0.0,16.5
2014-07-23,26.0,11.0,19.9,1000.1,3.0,0.0,18.5
2014-07-24,26.0,13.0,19.9,998.4,4.0,0.0,18.2
2014-07-25,25.0,11.0,19.7,1000.7,4.0,0.0,17.7
2014-07-26,26.0,11.0,20.9,1000.0,4.0,0.0,19.0
2014-07-27,29.0,11.0,21.4,1003.9,3.0,0.0,20.1
2014-07-28,32.0,15.0,24.7,1002.7,3.0,0.0,23.8
2014-07-29,32.0,15.0,25.0,996.1,4.0,0.0,23.4
2014-07-30,32.0,19.0,25.2,996.1,4.0,0.0,24.1
2014-07-31,32.0,18.0,25.6,998.2,3.0,0.0,24.6
2014-08-01,33.0,16.0,25.3,998.2,1.0,0.0,25.8
2014-08-02,33.0,18.0,23.1,1000.2,2.0,1.0,23.7
2014-08-03,29.0,17.0,23.5,1001.7,4.0,0.0,22.6
2014-08-04,29.0,16.0,22.7,1001.0,4.0,0.0,21.2
2014-08-05,29.0,17.0,23.2,999.6,5.0,0.0,21.3
2014-08-06,30.0,18.0,24.5,998.7,5.0,0.0,22.7
2014-08-07,29.0,15.0,20.0,996.6,4.0,3.0,18.9
2014-08-08,25.0,15.0,19.2,993.4,2.0,19.0,19.5
2014-08-09,29.0,15.0,22.4,992.0,3.0,0.0,21.9
2014-08-10,28.0,18.0,22.7,992.5,3.0,0.0,22.5
2014-08-11,29.0,16.0,22.3,995.3,2.0,0.0,22.5
2014-08-12,31.0,17.0,25.2,993.6,3.0,0.0,25.0
2014-08-13,23.0,13.0,19.8,993.6,4.0,13.0,18.8
2014-08-14,25.0,12.0,19.3,994.2,3.0,1.0,18.5
2014-08-15,26.0,14.0,19.8,987.3,4.0,14.0,19.2
2014-08-16,23.0,12.0,17.4,988.2,2.0,11.0,17.0
2014-08-17,21.0,11.0,15.9,986.7,3.0,2.0,14.9
2014-08-18,23.0,12.0,17.2,992.8,3.0,0.0,16.1
2014-08-19,25.0,11.0,18.9,996.7,2.0,0.0,18.1
2014-08-20,27.0,12.0,21.4,996.8,3.0,0.0,20.2
2014-08-21,27.0,14.0,20.6,995.2,2.0,0.0,20.2
2014-08-22,23.0,8.0,15.5,992.7,4.0,2.0,13.6
2014-08-23,21.0,6.0,14.4,998.2,2.0,0.0,13.1
2014-08-24,23.0,11.0,16.9,998.9,3.0,0.0,15.0
2014-08-25,17.0,13.0,14.8,990.4,6.0,16.0,11.3
2014-08-26,19.0,11.0,14.2,990.6,6.0,0.0,10.2
2014-08-27,15.0,9.0,11.9,986.9,3.0,7.0,10.2
2014-08-28,18.0,9.0,13.5,986.0,3.0,0.0,11.9
2014-08-29,18.0,8.0,13.0,987.5,3.0,3.0,11.4
2014-08-30,15.0,7.0,11.2,993.4,4.0,3.0,8.7
2014-08-31,14.0,8.0,11.1,1000.3,2.0,0.0,9.8
2014-09-01,16.0,8.0,12.9,1002.4,4.0,1.0,10.6
2014-09-02,18.0,12.0,14.1,999.7,4.0,23.0,12.2
2014-09-03,13.0,8.0,11.2,1006.2,5.0,0.0,7.9
2014-09-04,19.0,7.0,13.0,1007.5,3.0,0.0,11.1
2014-09-05,22.0,10.0,15.2,1005.1,2.0,0.0,14.5
2014-09-06,20.0,7.0,14.4,1001.9,2.0,0.0,13.5
2014-09-07,21.0,10.0,15.3,1001.3,2.0,0.0,14.4
2014-09-08,20.0,9.0,14.7,1003.0,3.0,0.0,13.3
2014-09-09,20.0,8.0,14.5,1003.0,3.0,0.0,12.9
2014-09-10,20.0,8.0,14.6,1004.3,3.0,0.0,12.8
2014-09-11,23.0,10.0,16.7,1008.2,2.0,0.0,15.9
2014-09-12,23.0,9.0,16.7,1008.2,1.0,0.0,16.4
2014-09-13,23.0,10.0,15.9,1006.5,3.0,0.0,14.4
2014-09-14,10.0,8.0,8.7,1006.5,5.0,0.0,5.3
2014-09-15,15.0,7.0,10.7,1006.5,4.0,0.0,7.7
2014-09-16,15.0,4.0,10.2,1007.0,4.0,0.0,7.0
2014-09-17,13.0,3.0,8.0,1010.1,3.0,0.0,5.2
2014-09-18,14.0,5.0,8.9,1009.6,1.0,0.0,7.5
2014-09-19,20.0,4.0,11.8,1009.6,3.0,0.0,9.5
2014-09-20,20.0,5.0,12.6,1001.2,2.0,0.0,10.9
2014-09-21,19.0,4.0,11.7,1001.2,2.0,0.0,9.7
2014-09-22,19.0,4.0,13.0,985.9,3.0,0.0,10.3
2014-09-23,17.0,8.0,13.9,985.9,6.0,0.0,9.5
2014-09-24,11.0,4.0,7.8,987.9,4.0,9.0,4.7
2014-09-25,8.0,2.0,5.3,998.4,3.0,0.0,2.5
2014-09-26,15.0,1.0,8.2,998.4,2.0,0.0,6.3
2014-09-27,14.0,3.0,8.7,997.2,5.0,0.0,5.0
2014-09-28,15.0,4.0,9.6,997.2,5.0,0.0,5.9
2014-09-29,14.0,9.0,10.9,996.6,5.0,0.0,7.6
2014-09-30,12.0,6.0,9.4,991.9,6.0,4.0,5.2
2014-10-01,7.0,3.0,4.9,1003.5,6.0,1.0,-0.3
2014-10-02,9.0,0.0,4.4,1010.1,5.0,0.0,-0.2
2014-10-03,9.0,0.0,5.9,1007.5,5.0,0.0,1.7
2014-10-04,10.0,3.0,6.1,1005.2,5.0,0.0,1.8
2014-10-05,5.0,2.0,3.5,1011.9,3.0,1.0,0.5
2014-10-06,8.0,-2.0,3.7,1020.9,2.0,0.0,1.2
2014-10-07,6.0,-3.0,1.4,1020.8,1.0,0.0,-0.8
2014-10-08,9.0,-6.0,3.4,1004.2,2.0,0.0,0.6
2014-10-09,11.0,3.0,7.5,1004.2,5.0,0.0,3.1
2014-10-10,15.0,9.0,11.9,999.5,5.0,0.0,8.3
2014-10-11,18.0,8.0,13.2,998.5,4.0,1.0,10.8
2014-10-12,13.0,7.0,10.4,999.0,2.0,0.0,9.2
2014-10-13,16.0,8.0,12.7,993.4,5.0,0.0,9.5
2014-10-14,10.0,6.0,8.4,996.6,2.0,0.0,6.6
2014-10-15,8.0,5.0,7.2,988.5,5.0,7.0,3.5
2014-10-16,5.0,1.0,2.6,988.0,6.0,1.0,-2.4
2014-10-17,1.0,-2.0,-0.1,987.7,4.0,2.0,-4.3
2014-10-18,-2.0,-7.0,-2.8,996.7,6.0,0.0,-8.7
2014-10-19,2.0,-9.0,-2.4,1000.9,4.0,0.0,-7.1
2014-10-20,2.0,-1.0,0.9,979.3,3.0,10.0,-2.5
2014-10-21,2.0,-5.0,-0.2,978.5,5.0,6.0,-5.0
2014-10-22,-5.0,-10.0,-6.7,994.9,5.0,0.0,-12.3
2014-10-23,-5.0,-13.0,-8.4,1007.8,5.0,0.0,-14.2
2014-10-24,-1.0,-11.0,-5.4,1016.1,3.0,0.0,-9.6
2014-10-25,-2.0,-12.0,-6.1,1019.0,2.0,0.0,-9.8
2014-10-26,2.0,-6.0,-2.1,1014.8,4.0,0.0,-6.9
2014-10-27,7.0,-1.0,3.0,1009.5,6.0,0.0,-2.8
2014-10-28,9.0,4.0,6.3,1004.9,6.0,0.0,1.0
2014-10-29,13.0,-1.0,6.9,1005.2,5.0,1.0,2.1
2014-10-30,9.0,-2.0,2.6,1003.5,4.0,0.0,-1.8
2014-10-31,5.0,0.0,1.6,1000.5,3.0,0.0,-1.9
2014-11-01,2.0,-2.0,0.5,1001.1,4.0,1.0,-3.7
2014-11-02,0.0,-4.0,-2.3,1006.2,3.0,0.0,-6.3
2014-11-03,1.0,-2.0,-0.7,1000.3,3.0,6.0,-4.4
2014-11-04,4.0,-1.0,1.4,997.6,4.0,0.0,-2.7
2014-11-05,4.0,1.0,2.4,995.3,4.0,0.0,-1.4
2014-11-06,5.0,4.0,4.5,999.4,3.0,0.0,1.6
2014-11-07,7.0,4.0,5.4,997.6,4.0,5.0,2.0
2014-11-08,8.0,3.0,6.7,995.0,5.0,2.0,2.8
2014-11-09,5.0,3.0,3.7,1004.6,3.0,5.0,0.6
2014-11-10,5.0,0.0,2.3,1012.2,3.0,2.0,-0.9
2014-11-11,5.0,3.0,4.3,1010.7,4.0,0.0,0.7
2014-11-12,6.0,4.0,4.9,1006.7,4.0,0.0,1.2
2014-11-13,5.0,4.0,4.4,1008.2,2.0,0.0,2.1
2014-11-14,4.0,-1.0,1.9,1012.5,3.0,0.0,-1.4
2014-11-15,0.0,-2.0,-0.6,1013.1,3.0,0.0,-4.3
2014-11-16,-2.0,-5.0,-4.2,1016.0,4.0,0.0,-9.0
2014-11-17,-4.0,-7.0,-5.3,1015.6,3.0,0.0,-9.5
2014-11-18,-1.0,-9.0,-4.4,1017.0,2.0,0.0,-7.9
2014-11-19,-2.0,-12.0,-7.7,1017.9,1.0,0.0,-10.8
2014-11-20,-3.0,-13.0,-9.3,1018.5,1.0,0.0,-12.5
2014-11-21,0.0,-11.0,-6.1,1015.8,1.0,0.0,-9.1
2014-11-22,1.0,-8.0,-4.1,1011.5,3.0,0.0,-8.2
2014-11-23,0.0,-9.0,-3.7,1013.9,2.0,0.0,-7.1
2014-11-24,-1.0,-3.0,-2.1,1019.7,3.0,0.0,-5.9
2014-11-25,-3.0,-6.0,-4.3,1016.9,4.0,0.0,-9.0
2014-11-26,-6.0,-7.0,-6.6,1012.9,3.0,0.0,-10.8
2014-11-27,-6.0,-11.0,-7.5,1013.7,2.0,0.0,-11.2
2014-11-28,-7.0,-12.0,-9.4,1017.2,4.0,0.0,-14.6
2014-11-29,-8.0,-13.0,-11.1,1017.2,3.0,0.0,-15.7
2014-11-30,-8.0,-15.0,-10.7,1011.8,2.0,0.0,-14.6
2014-12-01,-5.0,-16.0,-7.7,1007.6,4.0,0.0,-12.7
2014-12-02,-7.0,-14.0,-10.2,1010.4,3.0,2.0,-14.8
2014-12-03,-4.0,-12.0,-6.4,1005.9,7.0,0.0,-13.3
